delay_us,integration_time_us,shots,total_counts,continuum_level,line_signal,noise_level,peak_height,peak_height_se,peak_wavelength_nm,snr,snr_se,sbr,raw_peak_height,raw_peak_wavelength_nm,raw_peak_to_noise,raw_peak_presence,line_count,line_count_all,median_line_sbr,information_score,information_score_se,has_signal,has_persistent_signal,zero_frame_count,zero_frame_fraction,nonzero_frame_fraction,saturation_fraction,excluded_saturation_fraction
0.0,9.0,10,259019271.11564776,65535.0,338062.3017967771,1e-09,2661.130322406905,368.1253966347889,1050.7692307692307,2661130322406.905,368125396634.7889,0.049542108023527584,2661.130322406905,1050.7692307692307,2661130322406.905,1.0,100,100,0.010575590122786641,2705.7355032037503,398.6176678978588,True,True,0,0.0,1.0,0.8862921348314606,0.0
0.0,30.0,10,258843606.7340902,65535.0,346676.46050624724,1e-09,2626.586580393814,275.49462166288055,1052.7472527472528,2626586580393.814,275494621662.88055,0.04935792822898073,2626.586580393814,1052.7472527472528,2626586580393.814,1.0,96,96,0.010523764920942091,2600.9248989728744,350.0102439163811,True,True,0,0.0,1.0,0.8823470661672909,0.0
0.0,100.0,10,259083291.1066811,65535.0,336278.6857098926,1e-09,2656.4483217690286,365.50180189863545,1050.989010989011,2656448321769.0283,365501801898.63544,0.04932963424000667,2656.4483217690286,1050.989010989011,2656448321769.0283,1.0,99,99,0.010526863393404647,2678.197430486268,373.34820740636945,True,True,0,0.0,1.0,0.8876154806491885,0.0
0.0,300.0,10,258932086.8766996,65535.0,343562.36639280984,1e-09,2636.2282557511426,280.04226824361206,1050.3296703296703,2636228255751.1426,280042268243.61206,0.04917175324002726,2636.2282557511426,1050.3296703296703,2636228255751.1426,1.0,100,101,0.010471563295000449,2714.148107090201,380.62983890959543,True,True,0,0.0,1.0,0.884294631710362,0.0
0.0,1000.0,10,259103454.3352077,65535.0,336470.49275988975,1e-09,2679.609949458587,296.86426290625417,1049.89010989011,2679609949458.587,296864262906.25415,0.04967714404054621,2679.609949458587,1049.89010989011,2679609949458.587,1.0,100,101,0.010328931061127158,2709.6408055734196,357.1375348914511,True,True,0,0.0,1.0,0.8877902621722846,0.0
0.5,9.0,10,243369378.7978358,65535.0,693396.030353081,1e-09,6857.593121724276,148.8080393820807,854.2857142857142,6857593121724.275,148808039382.0807,0.11780189580349888,6857.593121724276,854.2857142857142,6857593121724.275,1.0,227,229,0.01065884674666256,6128.744775868251,875.6495391376724,True,True,0,0.0,1.0,0.6894631710362047,0.0
0.5,30.0,10,244014294.40736184,65535.0,694359.131865379,1e-09,6785.196625858844,23.219524215513957,854.5054945054945,6785196625858.843,23219524215.513954,0.11553875912820416,6785.196625858844,854.5054945054945,6785196625858.843,1.0,237,237,0.010673413114066532,6391.827999218474,855.2573471367238,True,True,0,0.0,1.0,0.6959300873907616,0.0
0.5,100.0,10,244400579.69198388,65535.0,688107.1778888293,1e-09,6489.611686614648,0.0,854.5054945054945,6489611686614.647,0.0,0.10990886624660369,6489.611686614648,854.5054945054945,6489611686614.647,1.0,222,222,0.01072906113380739,5990.295292921541,764.7761228584859,True,True,0,0.0,1.0,0.6995755305867666,0.0
0.5,300.0,10,244160870.98427498,65535.0,692613.4980046975,1e-09,6639.35762247767,0.0,854.5054945054945,6639357622477.669,0.0,0.11273088049399725,6639.35762247767,854.5054945054945,6639357622477.669,1.0,222,222,0.010747991709536045,5994.125905714273,860.7486919832824,True,True,0,0.0,1.0,0.6976029962546817,0.0
0.5,1000.0,10,244302356.93253627,65535.0,690925.2107627098,1e-09,6522.55643387411,0.0,854.5054945054945,6522556433874.109,0.0,0.11052849263164835,6522.55643387411,854.5054945054945,6522556433874.109,1.0,234,234,0.010636876255288728,6315.601807277805,901.5538511607962,True,True,0,0.0,1.0,0.698601747815231,0.0
1.0,9.0,10,218823444.65079027,63450.175160491395,984802.7065786944,6.790591937665663,9914.968409841873,226.94462803428118,766.5934065934066,1460.103699479584,33.42044848483353,0.19771477854796757,9914.968409841873,766.5934065934066,1460.103699479584,1.0,314,315,0.010847449146543087,1341.640915688111,161.57496502456505,True,True,0,0.0,1.0,0.4984019975031211,0.0
1.0,30.0,10,220616542.0379501,64683.87340715702,1035314.6786034468,1.0980756526534146,14736.138109559906,1.2126596023639042e-12,769.8901098901099,13419.96616895309,1.1043497772067037e-12,0.290087957902323,14736.138109559906,769.8901098901099,13419.96616895309,1.0,351,351,0.010761187146239248,2126.152162950085,280.45514073331134,True,True,0,0.0,1.0,0.5117852684144819,0.0
1.0,100.0,10,220371907.24739724,64528.70044301244,1057627.3638062219,0.5518378690137105,16927.183104904507,196.22862549348852,854.2857142857142,30674.196272825833,355.59108301901114,0.3908615093165519,16927.183104904507,854.2857142857142,30674.196272825833,1.0,366,366,0.010675852883425676,2462.188231459481,338.76695955759556,True,True,0,0.0,1.0,0.5102621722846442,0.0
1.0,300.0,10,219897297.48605967,64052.19867328248,1062858.1171596714,4.31281112023621,17025.3508377072,297.8640173598897,854.2857142857142,3947.622644038891,69.06493446056035,0.394923323523626,17025.3508377072,854.2857142857142,3947.622644038891,1.0,336,340,0.010870910722746461,1586.3784246152684,266.79900240299867,True,True,0,0.0,1.0,0.506916354556804,0.0
1.0,1000.0,10,220658215.05168942,64616.856790508624,1055308.433362495,1.0220283304748368,16969.445140621487,151.99974090325406,854.2857142857142,16603.693493249295,148.7236081143021,0.39052032105784906,16969.445140621487,854.2857142857142,16603.693493249295,1.0,347,347,0.010756483165067726,2124.7541991448074,257.4412321561606,True,True,0,0.0,1.0,0.5120099875156054,0.0
2.0,9.0,10,150823894.47623673,33900.19938427243,1303170.4091942094,78.73760092182215,16110.03764040905,208.85874050165683,589.0109890109891,204.6041211797215,2.6525921295091375,0.43177357141017886,16110.03764040905,589.0109890109891,204.6041211797215,1.0,13,13,0.22169360902991062,58.25845051495773,0.30098706597879193,True,True,0,0.0,1.0,0.11830212234706616,0.0
2.0,30.0,10,154227778.04365784,34825.859131639256,1499878.7388758175,76.61190763484274,27316.898591700992,0.0,589.6703296703297,356.56204674999367,0.0,0.7147633604260929,27316.898591700992,589.6703296703297,356.56204674999367,1.0,14,14,0.17996822784981192,62.91250237432205,0.28234580119051744,True,True,0,0.0,1.0,0.13805243445692883,0.0
2.0,100.0,10,154458851.52577445,34835.41831309534,1564322.5923795782,75.89753062848916,27248.964633878575,0.0,589.6703296703297,359.02307240086026,0.0,0.7117207194033639,27248.964633878575,589.6703296703297,359.02307240086026,1.0,13,13,0.18636295917850557,61.1819508691225,0.22328683171066657,True,True,0,0.0,1.0,0.14079900124843944,0.0
2.0,300.0,10,154250162.02587432,34761.994059078104,1564081.5094077217,76.29439622366176,27316.693699899195,0.0,589.6703296703297,358.04325156225906,0.0,0.7147541674243985,27316.693699899195,589.6703296703297,358.04325156225906,1.0,14,14,0.17922683439922177,63.55943174415429,0.32548085341648336,True,True,0,0.0,1.0,0.1397752808988764,0.0
2.0,1000.0,10,155033129.0628425,35004.608706217274,1561580.7203676733,75.17868098841419,27075.067043884534,0.0,589.6703296703297,360.1428847635287,0.0,0.7039811295245475,27075.067043884534,589.6703296703297,360.1428847635287,1.0,13,13,0.1815433262797005,61.13980158654269,0.21150435358197667,True,True,0,0.0,1.0,0.14359550561797751,0.0
4.0,9.0,10,45967549.70253731,10088.013658956286,537737.5017617904,51.17485487479584,14201.202025352837,42.74535818196058,589.0109890109891,277.5035133973009,0.8352804963793483,1.2793982568493403,14201.202025352837,589.0109890109891,277.5035133973009,1.0,17,17,0.5703236236622673,86.39248316271419,0.13510901581261764,True,True,0,0.0,1.0,0.0,0.0
4.0,30.0,10,47311205.567860074,10277.953084624098,928259.6150514563,52.08370765005618,29109.74676675212,61.55867023309453,589.0109890109891,558.9031211513744,1.1819179741714898,2.5748682937870306,29109.74676675212,589.0109890109891,558.9031211513744,1.0,17,17,1.1352004722871667,98.1225835541233,0.0910099437082406,True,True,0,0.0,1.0,0.0,0.0
4.0,100.0,10,47959950.40545583,10369.460283888151,1102049.597288853,52.70733225543388,35743.17860369339,52.436205870560606,589.0109890109891,678.1443316173232,0.9948560025091134,3.127959286327803,35743.17860369339,589.0109890109891,678.1443316173232,1.0,17,17,1.3787236329566646,101.38134618296003,0.07460521560154487,True,True,0,0.0,1.0,0.0,0.0
4.0,300.0,10,48321304.35058664,10449.259969904992,1111187.8165592758,52.963606892679834,35884.34132866151,54.77174937265105,589.0109890109891,677.5282771313887,1.0341393380483896,3.1170837013078208,35884.34132866151,589.0109890109891,677.5282771313887,1.0,17,17,1.3750149155623175,101.36833933149025,0.049003567241094795,True,True,0,0.0,1.0,0.0,0.0
4.0,1000.0,10,47979077.24041098,10387.38517822515,1103149.8221107235,53.15491691244516,35919.03149983316,75.60700259193857,589.0109890109891,675.74240702883,1.4223896298525998,3.143937548355482,35919.03149983316,589.0109890109891,675.74240702883,1.0,17,17,1.3921692792222173,101.3082055523893,0.08833784310412532,True,True,0,0.0,1.0,0.0,0.0
8.0,9.0,10,4764973.981147567,968.532036207255,289482.7340745693,17.967502469526142,11279.089431968368,19.237740394273516,589.0109890109891,627.7494298998047,1.0706964101940026,10.51104494943147,11279.089431968368,589.0109890109891,627.7494298998047,1.0,17,17,4.469947928991391,100.01121078995762,0.013138923503166134,True,True,0,0.0,1.0,0.0,0.0
8.0,30.0,10,5994434.974405206,1148.5674660402813,595667.5509945086,19.370851939825172,23177.367909052475,21.872312874287626,589.0109890109891,1196.5074112926009,1.1291353081543936,18.069109436033283,23177.367909052475,589.0109890109891,1196.5074112926009,1.0,17,17,7.543528742776109,110.98607700674488,0.014577107068295856,True,True,0,0.0,1.0,0.0,0.0
8.0,100.0,10,6590462.815769528,1240.6081351202333,731688.8165947888,20.1741186064503,28535.55159091279,20.629542062754265,589.0109890109891,1414.4633600889547,1.0225746395759938,20.614227098277514,28535.55159091279,589.0109890109891,1414.4633600889547,1.0,17,17,8.514481507465767,113.78483647292502,0.012190399479512509,True,True,0,0.0,1.0,0.0,0.0
8.0,300.0,10,6621647.614445302,1248.1980726827346,734586.7374201642,20.062035383988967,28640.690844232977,18.394472757931787,589.0109890109891,1427.6064365378616,0.9168796887185224,20.58182866037085,28640.690844232977,589.0109890109891,1427.6064365378616,1.0,17,17,8.510306577335657,113.94792683615492,0.009938633646333586,True,True,0,0.0,1.0,0.0,0.0
8.0,1000.0,10,6746757.834441003,1280.633874658634,734827.5921249589,20.45117711292492,28668.324048093993,29.42623832529965,589.0109890109891,1401.793348607593,1.4388530382782998,20.175188349939432,28668.324048093993,589.0109890109891,1401.793348607593,1.0,17,17,8.395900194078926,113.63170808853373,0.009148230822141322,True,True,0,0.0,1.0,0.0,0.0
16.0,9.0,10,765856.8844701718,112.12260692041602,184933.55303179586,9.94450566531489,7229.268482193095,13.98515356728332,589.0109890109891,726.9610703132101,1.406319633972523,55.881242903510284,7229.268482193095,589.0109890109891,726.9610703132101,1.0,17,17,20.433777305957772,102.47761148788923,0.009152533416062647,True,True,0,0.0,1.0,0.0,0.0
16.0,30.0,10,1555594.3092279576,229.51309434526587,381307.3902516313,11.626557484640657,14907.302643838353,22.235747659641287,589.0109890109891,1282.176832095979,1.912496256008365,56.82831045205716,14907.302643838353,589.0109890109891,1282.176832095979,1.0,17,17,20.77082898894488,112.10636157949993,0.006874786206812629,True,True,0,0.0,1.0,0.0,0.0
16.0,100.0,10,1917295.9449749065,282.49766532444886,468592.8615635531,12.243351886242861,18348.32699806532,16.104876403698572,589.0109890109891,1498.6359265457577,1.3153976585280278,56.4528677414704,18348.32699806532,589.0109890109891,1498.6359265457577,1.0,17,17,20.720388539760442,114.71750150748788,0.0073387073881577515,True,True,0,0.0,1.0,0.0,0.0
16.0,300.0,10,1964853.0111708005,293.6573706066062,470281.84771617636,12.366084545687503,18356.88929583676,21.437040274129156,589.0109890109891,1484.454455087683,1.7335349920120853,54.509665780086245,18356.88929583676,589.0109890109891,1484.454455087683,1.0,17,17,20.340403432931158,114.60829123347821,0.007482847956128295,True,True,0,0.0,1.0,0.0,0.0
16.0,1000.0,10,2104815.448177374,328.43850071595364,470177.5782284785,12.695500568139936,18379.35550772387,18.31230294170028,589.0109890109891,1447.7062490822839,1.4424246482770458,49.53721224515943,18379.35550772387,589.0109890109891,1447.7062490822839,1.0,17,17,19.240527367508324,114.15611119932579,0.007666238448300184,True,True,0,0.0,1.0,0.0,0.0
32.0,9.0,10,305746.2473664247,43.123822935366704,75847.67846777687,8.937608760078735,2970.4501395575785,8.990075714018301,589.0109890109891,332.35401317023087,1.0058703569766803,58.933512212805795,2970.4501395575785,589.0109890109891,332.35401317023087,1.0,17,17,21.436661043412805,89.25810269778871,0.017247465987023394,True,True,0,0.0,1.0,0.0,0.0
32.0,30.0,10,633269.3214729431,92.55842162296072,156566.74466096485,9.708611030907921,6126.876663249802,9.74363081768452,589.0109890109891,631.0765405828432,1.0036070851602883,57.40957327600747,6126.876663249802,589.0109890109891,631.0765405828432,1.0,17,17,21.049242726888977,100.09443067968414,0.011447437389824953,True,True,0,0.0,1.0,0.0,0.0
32.0,100.0,10,789971.7801943016,116.0314872964813,192427.64317197714,10.058205497992734,7507.262728201347,13.977048849765655,589.0109890109891,746.3819196873173,1.3896165526300874,56.32369687147158,7507.262728201347,589.0109890109891,746.3819196873173,1.0,17,17,20.763974381079162,102.97034266736516,0.009150539161992351,True,True,0,0.0,1.0,0.0,0.0
32.0,300.0,10,833018.6311875334,126.8217906865352,193041.80862331257,10.227630863055026,7554.568639593305,16.64448493024888,589.0109890109891,738.6430680522949,1.6274037607647014,52.625912162144104,7554.568639593305,589.0109890109891,738.6430680522949,1.0,17,17,19.968131907031445,102.7274025497773,0.014999486278688377,True,True,0,0.0,1.0,0.0,0.0
32.0,1000.0,10,972880.1028200391,161.58204391480044,193217.7224824236,10.943895115329992,7552.610413198565,11.897896349096547,589.0109890109891,690.1208695447947,1.087172000801635,42.46121193257493,7552.610413198565,589.0109890109891,690.1208695447947,1.0,17,17,17.492987975521697,101.60050915928223,0.010562635384719434,True,True,0,0.0,1.0,0.0,0.0
